PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-04-04,15:04:48.62,1,1,"Lavin, Sam",1000364332,Right,GEO_PAT,"Moore, Hayden",809737,Left,SLU_BILL,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.51037,-1.895523,0.634542,2144.559953,188.602822,12:15,6.43415,0.02059,6.13143,-19.46013,15.9819,2.24272,3.05958,0.79405,80.78466,-5.584588,1.038985,0.42848,,,,,,,,,,,,-0.97331,9.14741,-0.0702,50,6.27905,-1.51521,-128.52248,-4.8174,-1.62261,27.45419,-16.92416,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,aed42040-1187-11f0-8da5-9bc56b0e5ecf,87.96781,,,7.72571,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:04:48.62,2025-04-04T15:04:48.6299648-04:00,2025-04-04T19:04:48.6299648Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,12404967-394c-4cf9-942d-3fe8616b14f0,54.36906,-129.45241,13.7271,6.43252,-4.24415,-8.46208,-0.01981,-1.46024,-0.81131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-04-04,15:05:03.66,1,2,"Lavin, Sam",1000364332,Right,GEO_PAT,"Moore, Hayden",809737,Left,SLU_BILL,Undefined,1,Top,0,0,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.36172,0.748611,1.20571,2293.27617,53.964523,7:45,6.33865,-0.10676,5.51268,-56.91208,-6.51819,-11.32268,2.29624,0.07739,68.81505,-9.626374,-0.817261,0.510929,,,,,,,,,,,,6.07776,-2.98638,0.00934,50,6.36588,-1.87277,-109.35317,-0.43503,7.27099,21.44677,-35.74676,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,b7d608c0-1187-11f0-8da5-9bc56b0e5ecf,73.77239,,,6.54667,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:05:03.66,2025-04-04T15:05:03.6681728-04:00,2025-04-04T19:05:03.6681728Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,63e2e1a2-b5c3-453e-a945-ccdf23fbeb07,54.99064,-110.32762,10.72339,6.34875,1.18914,-17.87338,0.10193,-2.20313,3.6355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-04-04,15:05:20.15,1,3,"Lavin, Sam",1000364332,Right,GEO_PAT,"Moore, Hayden",809737,Left,SLU_BILL,Undefined,1,Top,0,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.6965,0.175995,-0.664734,2247.448803,27.957332,7:00,6.3807,-0.09433,5.54348,-51.23932,-2.99445,-2.40835,2.27526,-0.91633,70.47883,-9.165547,-1.095177,0.499916,,,,,,,,,,,,1.02713,-1.12102,0.15361,50,6.36181,1.38298,-111.3806,-1.33459,1.28446,20.84694,-33.57595,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,c1a3f3d0-1187-11f0-8da5-9bc56b0e5ecf,75.39755,,,6.21767,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:05:20.15,2025-04-04T15:05:20.1577984-04:00,2025-04-04T19:05:20.1577984Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,1a037b8b-1c40-4267-8e35-77cc7193d212,54.95987,-112.30509,10.42347,6.38798,0.1544,-16.78798,0.09354,1.32602,0.64223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-04-04,15:05:40.35,1,4,"Lavin, Sam",1000364332,Right,GEO_PAT,"Moore, Hayden",809737,Left,SLU_BILL,Undefined,1,Top,0,1,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.5398,-0.665224,-0.151982,2290.752308,73.27627,8:30,6.35861,-0.07902,5.66752,-44.4377,-0.79441,-7.39587,2.03515,-0.83705,73.79831,-8.797154,-1.476991,0.475478,,,,,,,,,,,,3.72764,0.19102,0.09668,50,6.27421,0.59719,-116.95221,-2.84381,5.12674,23.49762,-31.91135,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,cdaa90d0-1187-11f0-8da5-9bc56b0e5ecf,79.27277,,,6.74149,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:05:40.35,2025-04-04T15:05:40.3530000-04:00,2025-04-04T19:05:40.3530000Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,e2c85e90-88c3-435a-8764-fe0dc405c98e,54.83547,-117.91973,11.74881,6.36426,-1.52984,-15.95568,0.07644,0.3861,2.56337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.35501,2.241959,1.307853,0.934106,1.02085,1.97364,0.84729,0.31323,5.36532,-0.62879,76.75447,6.65786,-48.02878,0.34385,86.71359,-5.25781,5.39532,14.38635,-13.95222,-0.6959,-57.90274,7.73774,High,High,High,,,High,High,High
5,2025-04-04,15:06:09.89,2,1,"Lavin, Sam",1000364332,Right,GEO_PAT,"Blazier, Ian",813662,Left,SLU_BILL,Undefined,1,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.17413,-3.562109,-0.464584,2219.858772,195.057451,12:30,6.37726,-0.17451,6.35346,-16.15733,18.8171,4.72733,1.74761,-0.20822,80.84367,-6.671633,0.391623,0.425644,,,,,,,,,,,,-2.60638,11.2806,0.20612,50,6.11077,0.85928,-129.27279,-8.45685,-4.3587,29.90959,-13.30937,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,df3d9ea0-1187-11f0-8da5-9bc56b0e5ecf,88.55387,,,8.33046,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:06:09.89,2025-04-04T15:06:09.8980352-04:00,2025-04-04T19:06:09.8980352Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,9455dc2b-a686-42ac-a4de-8a273f33ba62,54.14675,-130.22868,14.95479,6.37425,-8.03149,-6.65468,0.17643,0.99859,-2.17935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-04-04,15:06:25.31,2,2,"Lavin, Sam",1000364332,Right,GEO_PAT,"Blazier, Ian",813662,Left,SLU_BILL,Undefined,1,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.41552,-1.357948,0.570979,2247.398603,196.843501,12:30,6.41787,-0.08587,6.27327,-16.12631,17.80414,5.04044,3.82185,0.86056,82.01667,-4.464681,1.482053,0.419243,,,,,,,,,,,,-2.4328,9.98623,0.04135,50,6.3094,-1.51733,-131.28935,-3.53786,-4.20918,30.06126,-14.89606,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,e86dea20-1187-11f0-8da5-9bc56b0e5ecf,89.90588,,,8.39885,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:06:25.31,2025-04-04T15:06:25.3178880-04:00,2025-04-04T19:06:25.3178880Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,2eac15da-ea32-415d-837c-54e5b2ac205a,54.2265,-132.25355,15.03063,6.41521,-3.06008,-7.44803,0.08786,-1.38232,-2.10459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-04-04,15:06:40.99,2,3,"Lavin, Sam",1000364332,Right,GEO_PAT,"Blazier, Ian",813662,Left,SLU_BILL,Undefined,1,Top,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.04655,-4.314559,-1.12036,2253.66263,207.549205,1:00,6.35576,-0.33832,6.56513,-18.21155,15.65178,7.57245,0.87435,-0.73455,82.29415,-7.775561,0.257081,0.418828,,,,,,,,,,,,-4.33937,9.85335,0.41237,50,6.05022,2.26703,-130.55959,-10.34119,-7.44845,28.91302,-15.26098,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,f1c48250-1187-11f0-8da5-9bc56b0e5ecf,89.99496,,,7.7524,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:06:40.99,2025-04-04T15:06:40.9971712-04:00,2025-04-04T19:06:40.9971712Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,fead633a-80b9-4a63-993c-bdc32e61eb12,53.93757,-131.4287,14.45651,6.35418,-9.88246,-7.63049,0.34086,2.49093,-3.72423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-04-04,15:06:58.64,2,4,"Lavin, Sam",1000364332,Right,GEO_PAT,"Blazier, Ian",813662,Left,SLU_BILL,Undefined,1,Top,1,2,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.65589,1.111544,-0.167297,2287.791698,19.672162,6:45,6.39485,-0.23719,5.69693,-56.57038,-6.82705,-3.05622,2.71669,-0.64779,68.89646,-9.249243,-0.715078,0.50762,,,,,,,,,,,,1.49721,-3.30103,0.25318,50,6.45312,0.43418,-109.79488,0.31969,1.80165,22.01935,-36.14628,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,fc44a660-1187-11f0-8da5-9bc56b0e5ecf,74.25325,,,6.75944,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:06:58.64,2025-04-04T15:06:58.6406400-04:00,2025-04-04T19:06:58.6406400Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,7a2805da-97bd-4a91-8f8b-ba2fabd1301c,54.80585,-110.7545,11.00968,6.40486,1.89498,-18.07314,0.23597,0.35566,0.90082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-04-04,15:07:15.49,2,5,"Lavin, Sam",1000364332,Right,GEO_PAT,"Blazier, Ian",813662,Left,SLU_BILL,Undefined,1,Top,1,2,2,Cutter,Slider,HitByPitch,Undefined,Undefined,Undefined,0,0,,80.87246,0.122174,-1.403613,2259.068525,53.715972,7:45,6.246,-0.31503,5.81687,-46.3342,-3.0741,-6.18713,2.49846,-2.13603,73.71001,-8.389015,-2.513937,0.473386,,,,,,,,,,,,2.77603,-1.34882,0.43396,50,6.22792,3.10618,-117.41531,-1.25504,3.82438,24.96151,-34.03222,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,064205e0-1188-11f0-8da5-9bc56b0e5ecf,79.62311,,,7.16245,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:07:15.49,2025-04-04T15:07:15.4990080-04:00,2025-04-04T19:07:15.4990080Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,efbde768-3cd6-43df-974e-93c1af6e4b46,54.68775,-118.40769,12.48076,6.25092,0.09796,-17.01611,0.31349,2.95414,1.91219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-04-04,15:07:54.28,3,1,"Lavin, Sam",1000364332,Right,GEO_PAT,"Iffrig, Riley",1000094154,Left,SLU_BILL,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.91485,-1.542743,0.576949,2071.372403,187.685109,12:15,6.43758,0.15098,6.11704,-19.57052,16.58343,2.06921,3.37986,0.85689,79.72442,-5.271025,0.949957,0.432762,,,,,,,,,,,,-0.88618,9.3913,-0.19625,50,6.30901,-1.37023,-127.59096,-3.99115,-1.44671,28.61908,-16.84233,GEO_PAT,SLU_BILL,SpuhlerFieldMain,D1,A10,20250404-SpuhlerFieldMain-1,1d795240-1188-11f0-8da5-9bc56b0e5ecf,87.09735,,,8.19044,,,,,,,47228100-4e7e-45d5-9479-7ba5075c916f,2025-04-04,19:07:54.28,2025-04-04T15:07:54.2838272-04:00,2025-04-04T19:07:54.2838272Z,,v3,471300,471427,04 April 2025 15:00-stlouis@georgemas,"Barenz, Nick",1000218914,Right,GEO_PAT,67caca1f-5626-45f3-b468-2718f400ba0b,54.38216,-128.57013,14.30954,6.43571,-3.41491,-8.42117,-0.15021,-1.32073,-0.72335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
