PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-04-14,14:01:20.04,1,1,"Knox, Connor",1000143373,Right,GEO_PAT,"Capers, Tripp",10118940,Right,GEO_PAT,Undefined,1,Top,0,1,0,FourSeamFastBall,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,94.41777,-2.443564,-1.610291,2440.382765,199.355211,12:45,6.13935,0.78239,6.16553,-9.43831,21.65324,7.25071,3.09329,-0.10131,86.079,-4.313526,-0.303114,0.401322,,,,,,,,,,,,-4.18036,12.15788,-0.66373,50,5.94868,3.53394,-137.04288,-6.03759,-7.93881,30.68158,-9.08529,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,785c95d0-195a-11f0-813e-17090ce18a98,93.92076,,,8.33877,,,,,,,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:01:20.04,2025-04-14T14:01:20.0430000-04:00,2025-04-14T18:01:20.0430000Z,,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,1453b951-e75e-4859-aaa6-bffceaba28f6,54.33518,-138.01004,15.34079,6.13449,-5.7512,-4.54264,-0.77907,3.78419,-3.96941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-04-14,14:01:42.10,1,2,"Knox, Connor",1000143373,Right,GEO_PAT,"Capers, Tripp",10118940,Right,GEO_PAT,Undefined,1,Top,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.37095,-1.465796,-2.310394,2726.874371,73.695901,8:30,5.89292,1.17953,5.37141,-39.83427,-0.70244,-6.50768,1.19761,-1.53023,78.68852,-8.685585,-3.46779,0.450232,,,,,,,,,,,,2.61906,0.4513,-0.96752,50,5.73317,5.27708,-123.83714,-4.65813,4.06791,24.68353,-31.47311,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,8582d3a0-195a-11f0-813e-17090ce18a98,83.71781,,,6.68244,,,,,,,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:01:42.10,2025-04-14T14:01:42.1080000-04:00,2025-04-14T18:01:42.1080000Z,,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,fd18b5e6-1f36-420b-b91f-9dd142dd525b,55.13091,-124.85565,12.34177,5.89859,-3.35945,-15.73656,-1.18181,5.10922,2.03396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-04-14,14:02:11.71,1,3,"Knox, Connor",1000143373,Right,GEO_PAT,"Capers, Tripp",10118940,Right,GEO_PAT,Undefined,1,Top,0,2,1,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,95.00527,-1.88415,-1.681904,2458.431025,200.575753,12:45,6.06923,0.84779,6.24517,-11.51473,18.70887,6.70048,3.3704,-0.14563,87.6745,-4.105503,-0.472012,0.39568,85.02288,81.989248,169.162116,5167.732439,,,,,30.54843,,,-3.92473,10.48847,-0.72591,50,5.92307,3.77993,-138.15977,-4.85393,-7.66697,27.70467,-11.68485,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,973c0710-195a-11f0-813e-17090ce18a98,95.25982,118.3241,,7.33077,,,,3.47254,2.80256,0.22439,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:02:11.71,2025-04-14T14:02:11.7140000-04:00,2025-04-14T18:02:11.7140000Z,,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,a330a780-76b8-451e-800e-1d1b954e8e12,54.25914,-139.01122,13.85233,6.06673,-4.49482,-5.84242,-0.8457,4.01556,-3.83348,356.35813,3.47251,-17.06289,-9.42327,4.21063,-1.28274,0.10799,0.41025,-0.31706,0.07408,2.80256,123.48412,-34.63473,5.16971,-1.00749,0.03551,0.19916,-0.13183,0.02829,0.22438,3.26907,-3.7156,1.36821,-0.38271,0.02557,0.12416,-0.09382,0.02173,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
4,2025-04-14,14:02:41.38,1,4,"Knox, Connor",1000143373,Right,GEO_PAT,"Capers, Tripp",10118940,Right,GEO_PAT,Undefined,1,Top,0,2,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,1,0,,85.52128,0.076856,-1.073639,2700.318705,51.353588,7:45,5.88981,1.05906,5.2342,-42.66164,-2.97555,-5.47248,2.40693,-0.40634,77.49561,-7.693343,-2.045177,0.453409,,,,,,,,,,,,2.37772,-1.06949,-0.95597,50,5.86525,2.56708,-123.95147,-1.47014,3.64483,28.17301,-33.81348,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,a8dd45b0-195a-11f0-813e-17090ce18a98,83.13114,,,8.02566,,,,,,,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:02:41.38,2025-04-14T14:02:41.3840000-04:00,2025-04-14T18:02:41.3840000Z,,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,429eff3c-b5a3-419d-9914-eed628da5ea5,55.26639,-125.14274,14.08651,5.89718,-0.04037,-16.90674,-1.06126,2.41296,1.82241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-04-14,14:03:18.04,2,1,"Knox, Connor",1000143373,Right,GEO_PAT,"Hueber, Toby",1000091691,Right,GEO_PAT,Undefined,1,Top,2,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.30705,1.439591,-0.465829,2622.72764,45.921326,7:30,5.90386,1.26245,5.17523,-42.7416,-4.5402,-6.09264,3.69711,0.31635,78.79414,-6.350454,-1.545525,0.444847,,,,,,,,,,,,2.85205,-2.23996,-1.21435,50,6.00573,1.31311,-126.48551,1.4685,4.55127,29.40144,-35.74856,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,beb13180-195a-11f0-813e-17090ce18a98,84.73118,,,8.51291,,,,,,,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:03:18.04,2025-04-14T14:03:18.0400000-04:00,2025-04-14T18:03:18.0400000Z,,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,efc0e1e9-e789-409e-94ef-edeca3315587,55.32443,-127.71717,14.70072,5.91284,2.96605,-17.87428,-1.26537,1.12245,2.27563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-04-14,14:03:39.02,2,2,"Knox, Connor",1000143373,Right,GEO_PAT,"Hueber, Toby",1000091691,Right,GEO_PAT,Undefined,1,Top,2,1,0,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,94.30867,-1.754518,-1.265674,2440.726909,213.716721,1:00,6.1275,0.778,6.03965,-14.78658,16.61221,10.38615,3.26976,0.47135,85.72697,-4.588252,0.603459,0.4033,76.24977,59.049322,101.971391,,,,,,53.97528,,,-5.73414,9.38945,-0.68485,50,5.98257,2.57143,-136.91217,-4.62869,-10.81816,31.93774,-14.4597,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,cb491200-195a-11f0-813e-17090ce18a98,93.4601,71.40845,,8.5817,,,,,,,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:03:39.02,2025-04-14T14:03:39.0240000-04:00,2025-04-14T18:03:39.0240000Z,,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,89f215d2-9a7c-4f46-807a-82c9c7074b09,54.46211,-137.94912,15.96887,6.12523,-4.15921,-7.22985,-0.77405,2.92267,-5.40908,,2.04806,-11.92877,-7.58667,3.0503,-1.55974,1.45555,-0.83603,0.08902,0.06551,3.98887,95.90933,-29.57813,3.89901,-0.97742,0.36925,-0.05163,-0.10865,0.05387,2.74589,56.26457,-5.43031,0.62623,0.06522,-0.22657,0.20457,-0.08648,0.0127,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Undefined,,,
7,2025-04-14,14:04:02.94,2,3,"Knox, Connor",1000143373,Right,GEO_PAT,"Hueber, Toby",1000091691,Right,GEO_PAT,Undefined,1,Top,2,1,1,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.83065,-1.197685,-0.979365,2427.999837,196.932592,12:30,6.17134,0.86138,6.15918,-10.61237,20.10741,5.82717,4.18014,0.44208,86.5774,-3.277372,0.071468,0.398915,,,,,,,,,,,,-3.25579,10.97694,-0.78975,50,6.07448,2.09591,-137.78021,-3.12073,-6.26266,30.42022,-11.05937,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,d96d5ee0-195a-11f0-813e-17090ce18a98,94.48739,,,8.25326,,,,,,,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:04:02.94,2025-04-14T14:04:02.9430000-04:00,2025-04-14T18:04:02.9430000Z,,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,1f69f2ad-9e7a-4da7-90bd-7bd1f6c7bbe5,54.34102,-138.73534,15.21011,6.16701,-2.77349,-5.52969,-0.85865,2.29254,-3.13133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-04-14,14:04:27.12,2,4,"Knox, Connor",1000143373,Right,GEO_PAT,"Hueber, Toby",1000091691,Right,GEO_PAT,Undefined,1,Top,2,2,1,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.68209,0.140037,-1.482982,2755.277408,84.039242,8:45,5.82188,1.16302,5.43079,-38.20195,0.4976,-6.66437,2.76959,-0.78159,78.64515,-6.834296,-2.669148,0.447738,,,,,,,,,,,,2.93516,0.59185,-1.02681,50,5.80785,3.5077,-124.39436,-1.10671,4.59988,24.91384,-31.24651,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,e7e43890-195a-11f0-813e-17090ce18a98,84.18409,,,7.03694,,,,,,,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:04:27.12,2025-04-14T14:04:27.1210000-04:00,2025-04-14T18:04:27.1210000Z,,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,7ada98e6-2f94-4461-88c1-8d25badcfcaa,55.07147,-125.40597,12.45692,5.82703,0.16202,-15.62326,-1.16544,3.32092,2.29994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-04-14,14:04:52.29,2,5,"Knox, Connor",1000143373,Right,GEO_PAT,"Hueber, Toby",1000091691,Right,GEO_PAT,Undefined,1,Top,2,2,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.55873,1.226282,0.479841,2752.444389,79.757398,8:45,5.83931,1.14941,5.28597,-43.05951,-1.16138,-13.60115,3.40286,0.46662,75.6929,-6.617652,-1.935819,0.465874,,,,,,,,,,,,6.90945,-0.49409,-1.18296,50,5.91967,-0.42488,-119.86254,0.98816,10.05392,23.12517,-32.89298,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,f6e7e8f0-195a-11f0-813e-17090ce18a98,80.90691,,,6.86583,,,,,,,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:04:52.29,2025-04-14T14:04:52.2960000-04:00,2025-04-14T18:04:52.2960000Z,,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,00903041-4d03-40fb-b46d-ef2c1ab3cc34,55.21696,-120.86486,11.56259,5.84594,2.41386,-16.44649,-1.1551,-0.86064,5.02696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-04-14,14:05:14.63,2,6,"Knox, Connor",1000143373,Right,GEO_PAT,"Hueber, Toby",1000091691,Right,GEO_PAT,Undefined,1,Top,2,3,2,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.90276,-1.645815,-2.019813,2364.54399,192.415612,12:30,6.07833,0.79014,6.20857,-12.69894,18.64895,3.88465,3.49961,-0.75122,85.68716,-4.105273,-1.319166,0.402973,77.42025,19.957292,168.866238,2694.847021,-109.04214,19.32372,14.48096,178.19956,50.3079,174.853015,1.978218,-2.57992,10.42713,-0.64033,50,5.94811,4.64315,-136.3572,-4.24916,-4.85175,30.30673,-12.56497,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250414-SpuhlerFieldMain-Private-1,0443dcc0-195b-11f0-813e-17090ce18a98,93.53599,20.34159,,8.2156,,,,0.66594,3.42185,0.73404,cefcaffc-8f7d-4810-8325-eb2adfc06614,2025-04-14,18:05:14.63,2025-04-14T14:05:14.6320000-04:00,2025-04-14T18:05:14.6320000Z,LineDrive,v3,471300,471300,,"Raymond, Andrew",10148052,Right,GEO_PAT,7319a9b8-5d41-4452-ae05-f59ea6d07d08,54.29291,-137.30803,15.15337,6.07523,-3.85496,-6.28248,-0.78839,4.79536,-2.42588,303.001202,0.5991,-104.24571,7.20238,,,,,,,3.9389,35.17224,-18.90021,,,,,,,1.12672,17.83523,-5.30016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
