PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-10-24,14:05:59.49,1,1,"Kaler, Tanner",822634,Left,GEO_PAT,"Clyne , Owen",1000230336,Left,GEO_PAT,Undefined,1,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.99761,-1.76545,3.186663,1968.697554,146.381053,11:00,5.88311,-1.36788,5.55108,-27.05812,14.31383,-8.39217,1.97541,0.91373,74.86411,-6.848517,1.69234,0.46294,,,,,,,,,,,,5.36977,8.33863,1.09744,50,5.71277,-6.39606,-121.34298,-4.60382,7.77787,30.04978,-20.09586,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,18c62630-b104-11f0-b9da-2f1c963ade99,81.41978,,,9.1335,,,,,,,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:05:59.49,2025-10-24T14:05:59.4953216-04:00,2025-10-24T18:05:59.4953216Z,,v3,471300,471300,,"McCarthy, Jack",1000469298,,GEO_PAT,a56788ba-eb20-4e09-8fcb-b4b2d854afc9,54.94508,-122.56148,15.02489,5.88293,-3.78894,-10.04793,1.36319,-6.71145,3.88894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-10-24,14:06:17.20,1,2,"Kaler, Tanner",822634,Left,GEO_PAT,"Clyne , Owen",1000230336,Left,GEO_PAT,Undefined,1,Top,0,0,1,Fastball,Changeup,InPlay,Undefined,LineDrive,Out,1,0,,85.26102,-2.056991,1.784088,2073.774064,141.536386,10:45,6.18531,-1.22887,5.23954,-21.64678,19.31729,-13.91103,2.44623,-0.71068,75.17085,-6.182626,-0.682296,0.460652,102.55125,14.591089,21.882828,1171.28989,100.96232,22.16028,43.66381,269.35016,265.68064,25.591526,2.464075,7.66308,10.94505,1.0757,50,5.98102,-3.21383,-123.09155,-5.09146,11.29884,33.29182,-16.03615,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,234c16a0-b104-11f0-b9da-2f1c963ade99,81.8241,23.78073,,10.09018,,,,2.42782,2.53908,0.6509,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:06:17.20,2025-10-24T14:06:17.2073472-04:00,2025-10-24T18:06:17.2073472Z,LineDrive,v3,471300,471300,,"McCarthy, Jack",1000469298,,GEO_PAT,32ceb5ba-1f8f-43b4-bcd8-f95c50205845,55.2568,-124.5052,16.64591,6.18276,-4.41053,-8.01807,1.22236,-3.6936,5.64942,235.175607,2.42783,135.06908,-23.78095,5.48828,-1.22681,0.24436,-0.04225,0.00518,-0.0003,2.53908,37.89094,-18.12256,1.24857,-0.17719,0.02966,-0.0053,0.00113,-0.00011,0.6509,54.25105,-2.88551,-0.34327,0.23432,-0.06618,0.01189,-0.00127,7E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
3,2025-10-24,14:06:46.00,2,1,"Kaler, Tanner",822634,Left,GEO_PAT,"Cowdrey, Vincent",1000469295,Right,GEO_PAT,Undefined,1,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.90804,-1.489206,2.637328,1856.67824,86.427959,9:00,5.93325,-1.54775,5.33237,-46.06357,0.31697,-26.54997,0.6955,-1.28389,71.18381,-9.928838,-2.090416,0.490162,,,,,,,,,,,,14.24658,1.33343,1.32887,50,5.76609,-4.20378,-115.45915,-4.60694,18.50971,29.00109,-30.44162,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,34836fe0-b104-11f0-b9da-2f1c963ade99,76.89798,,,8.72423,,,,,,,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:06:46.00,2025-10-24T14:06:46.0065280-04:00,2025-10-24T18:06:46.0065280Z,,v3,471300,471300,,"McCarthy, Jack",1000469298,,GEO_PAT,b602b369-9123-4ce2-8796-984860b4408f,55.16674,-116.74972,14.50055,5.94096,-3.25227,-15.22081,1.53427,-5.02748,9.25486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-10-24,14:07:03.45,2,2,"Kaler, Tanner",822634,Left,GEO_PAT,"Cowdrey, Vincent",1000469295,Right,GEO_PAT,Undefined,1,Top,1,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.53257,-1.021856,4.127541,1706.839809,100.979566,9:15,5.90586,-1.4859,5.94382,-39.65042,5.36138,-18.95548,1.65119,0.76994,71.81944,-8.380621,0.726918,0.482875,,,,,,,,,,,,11.01524,3.60827,1.16674,50,5.80235,-7.57288,-115.08188,-3.28596,14.50451,24.96754,-27.42278,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,3ee86ad0-b104-11f0-b9da-2f1c963ade99,78.05842,,,7.71312,,,,,,,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:07:03.45,2025-10-24T14:07:03.4575872-04:00,2025-10-24T18:07:03.4575872Z,,v3,471300,471300,,"McCarthy, Jack",1000469298,,GEO_PAT,9173389e-5b9a-4d1e-a74b-4ec2881709a7,54.55613,-116.06614,12.48377,5.91057,-2.20491,-13.71139,1.47654,-8.14467,7.25225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-10-24,14:07:23.11,2,3,"Kaler, Tanner",822634,Left,GEO_PAT,"Cowdrey, Vincent",1000469295,Right,GEO_PAT,Undefined,1,Top,1,2,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,84.01643,-0.554601,1.919274,1955.201238,137.971652,10:30,5.99287,-1.31156,5.79888,-26.85324,13.76371,-10.98965,3.23893,-0.44146,75.20479,-5.622959,-0.049192,0.458696,86.95896,-11.979541,4.569396,,,,,14.70011,13.73304,5.837877,0.1104,6.25485,7.65119,1.16031,50,5.93156,-3.62469,-121.69065,-2.00132,9.16005,29.08497,-20.96912,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,4a98d180-b104-11f0-b9da-2f1c963ade99,82.173,3.19956,,8.81164,,,,1.15396,3.19956,0.42571,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:07:23.11,2025-10-24T14:07:23.1164928-04:00,2025-10-24T18:07:23.1164928Z,GroundBall,v3,471300,471300,,"McCarthy, Jack",1000469298,,GEO_PAT,62b7812d-daf3-492e-9338-42072bbd89cb,54.69912,-122.80864,14.54249,5.993,-1.19529,-10.48456,1.30641,-3.97679,4.58002,2.902062,1.15411,124.34672,-21.19233,,,,,,,3.19981,-26.50216,-22.49845,,,,,,,0.42573,9.93673,-2.26166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
6,2025-10-24,14:08:02.00,3,1,"Kaler, Tanner",822634,Left,GEO_PAT,"Butler, Jake",1000136500,Right,GEO_PAT,Undefined,1,Top,2,0,0,Slider,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,79.15871,-1.666272,2.727598,1531.703498,125.399123,10:15,6.0026,-1.40452,5.36923,-31.40801,15.25398,-18.85017,1.82066,-0.41589,70.92869,-7.522983,-0.622423,0.491647,94.41492,30.996935,-10.405462,3219.51993,108.93689,60.91219,-15.25452,359.17644,359.17644,-3.85356,4.973702,10.51591,8.755,1.17393,50,5.83129,-4.70543,-114.47969,-4.31194,13.60007,26.14858,-20.85133,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,61cf0c70-b104-11f0-b9da-2f1c963ade99,76.6657,83.01984,,8.23002,,,,2.91973,2.08167,0.39063,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:08:02.00,2025-10-24T14:08:02.0080640-04:00,2025-10-24T18:08:02.0080640Z,FlyBall,v3,471300,471300,,"McCarthy, Jack",1000469298,,GEO_PAT,bd05db7d-cfb7-4b2b-8eab-131c751dea78,55.13109,-115.64576,13.07429,6.00284,-3.3821,-10.42567,1.39729,-5.3119,6.80004,195.286204,2.9235,116.66569,-24.3817,6.48501,-1.15485,0.10538,0.00262,-0.00134,7E-05,2.07942,71.35469,-16.45096,-0.16167,0.44628,-0.17958,0.0451,-0.00616,0.00033,0.38921,-21.40823,8.48467,-2.11162,0.33755,-0.01983,-0.00348,0.00066,-3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
7,2025-10-24,14:10:41.99,1,1,"Drumm, Jake",1000077041,Right,GEO_PAT,"Terilli, Lucas",1000469290,Left,GEO_PAT,Undefined,1,Bottom,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.61825,-4.21361,-4.360987,1992.484953,232.015285,1:45,5.822,2.85793,5.868,-18.53048,17.78623,20.75229,0.34509,0.5283,79.37034,-7.775177,-0.648729,0.433735,,,,,,,,,,,,-12.16016,11.09355,-2.51574,50,5.46863,8.91706,-129.05608,-10.06092,-19.8169,35.29074,-14.09539,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,c12924d0-b104-11f0-b9da-2f1c963ade99,86.90195,,,10.24791,,,,,,,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:10:41.99,2025-10-24T14:10:41.9957760-04:00,2025-10-24T18:10:41.9957760Z,,v3,471300,471300,,"Cowdrey, Vincent",1000469295,Right,GEO_PAT,28545117-6ace-4ab3-9735-f9c14e4f1ad6,54.62884,-130.3157,17.64537,5.81875,-9.55782,-7.04769,-2.84664,9.62437,-9.90845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-10-24,14:10:58.69,1,2,"Drumm, Jake",1000077041,Right,GEO_PAT,"Terilli, Lucas",1000469290,Left,GEO_PAT,Undefined,1,Bottom,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.22321,-2.763247,-3.120905,2144.580667,215.535859,1:15,5.87562,2.7208,5.67923,-12.90694,22.82611,15.24103,2.21819,1.07855,80.07819,-5.315661,-0.401494,0.430236,,,,,,,,,,,,-8.73638,12.90347,-2.46666,50,5.63427,6.39159,-130.27598,-6.58747,-14.58848,34.59603,-10.62714,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,cb03ba10-b104-11f0-b9da-2f1c963ade99,87.60879,,,10.14502,,,,,,,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:10:58.69,2025-10-24T14:10:58.6953216-04:00,2025-10-24T18:10:58.6953216Z,,v3,471300,471300,,"Cowdrey, Vincent",1000469295,Right,GEO_PAT,25ec176b-3f62-4754-8da7-d87a2e0367c5,54.81576,-131.54863,17.29802,5.86941,-6.19654,-5.31357,-2.71166,6.92825,-7.29424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-10-24,14:11:15.01,1,3,"Drumm, Jake",1000077041,Right,GEO_PAT,"Terilli, Lucas",1000469290,Left,GEO_PAT,Undefined,1,Bottom,0,2,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.52217,-0.672949,-3.071526,1785.201394,243.1597,2:00,5.73731,2.81246,5.94857,-30.29643,11.72934,19.88355,2.58749,1.6177,73.72341,-6.383138,0.498153,0.466584,,,,,,,,,,,,-11.14721,6.73363,-2.57823,50,5.6671,5.59418,-119.42849,-2.32059,-15.68843,28.47797,-22.69726,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,d4be1d20-b104-11f0-b9da-2f1c963ade99,80.7839,,,8.79876,,,,,,,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:11:15.01,2025-10-24T14:11:15.0144000-04:00,2025-10-24T18:11:15.0144000Z,,v3,471300,471300,,"Cowdrey, Vincent",1000469295,Right,GEO_PAT,d654e96b-3253-4a9b-b133-f11715263ec8,54.54856,-120.50823,14.23899,5.73877,-1.46003,-11.34863,-2.80161,6.189,-7.84421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-10-24,14:11:30.12,1,4,"Drumm, Jake",1000077041,Right,GEO_PAT,"Terilli, Lucas",1000469290,Left,GEO_PAT,Undefined,1,Bottom,0,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,89.84927,-3.233685,-3.778244,2195.875994,220.427117,1:15,5.82906,2.62493,5.78432,-18.04836,17.66796,13.84934,1.3066,0.25861,80.43621,-6.68229,-1.303854,0.430135,,,,,,,,,,,,-8.35367,10.51111,-2.32135,50,5.551,7.96166,-129.7588,-7.88,-13.92268,32.83723,-14.65563,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20251024-SpuhlerFieldMain-Private-1,ddd6e900-b104-11f0-b9da-2f1c963ade99,87.6293,,,9.41306,,,,,,,1e175f58-f5c3-47ff-b97b-bae0c8461eff,2025-10-24,18:11:30.12,2025-10-24T14:11:30.1251072-04:00,2025-10-24T18:11:30.1251072Z,,v3,471300,471300,,"Cowdrey, Vincent",1000469295,Right,GEO_PAT,f6ad30c8-61bf-4bdd-90d5-2ce419ac14c4,54.71464,-130.94647,16.41862,5.82642,-7.34993,-7.32782,-2.61842,8.46523,-6.96134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
