PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-09-27,10:21:41.18,1,1,"Kaler, Tanner",822634,Left,GEO_PAT,"Clyne , Owen",1000230336,Left,GEO_PAT,Undefined,1,Top,0,0,0,ChangeUp,Changeup,InPlay,Undefined,Bunt,Single,0,0,,80.74055,-0.377701,2.756425,1723.391308,125.086862,10:15,5.79346,-1.50216,5.82758,-32.39955,10.62331,-13.16528,2.74196,-0.03475,73.91151,-6.395521,0.398211,0.472086,69.84304,-38.523005,-74.831748,,,,,4.00847,4.00847,-38.320797,0.046994,7.5537,5.92894,1.28484,50,5.74334,-5.14545,-117.18996,-1.77197,10.49245,22.38544,-23.93845,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,49d8fc50-9bad-11f0-9d2b-7b0e8d74c8e5,79.84235,3.01147,,6.82904,,,,2.15506,3.01147,1.16553,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:21:41.18,2025-09-27T10:21:41.1860000-04:00,2025-09-27T14:21:41.1860000Z,GroundBall,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,9f077103-1818-474c-97b7-4b030f383fe5,54.6753,-118.07965,11.19272,5.79486,-0.82055,-11.96923,1.49763,-5.56246,5.24622,180,2.15435,21.0623,,,,,,,,3.01361,-64.08272,,,,,,,,1.16812,-77.69228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
2,2025-09-27,10:22:17.78,2,1,"Kaler, Tanner",822634,Left,GEO_PAT,"Butler, Jake",1000136500,Right,GEO_PAT,Undefined,1,Top,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,75.88699,-1.447097,2.760011,1494.984865,86.550069,9:00,5.97133,-1.43674,6.09359,-47.46818,0.63567,-13.94394,0.67523,-0.04371,70.2652,-10.158295,0.242759,0.499185,,,,,,,,,,,,8.04359,1.09465,1.23144,50,5.83421,-4.8459,-110.22931,-4.16929,9.9036,19.46225,-30.82627,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,5fb3c5f0-9bad-11f0-9d2b-7b0e8d74c8e5,75.508,,,5.62179,,,,,,,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:22:17.78,2025-09-27T10:22:17.7800000-04:00,2025-09-27T14:22:17.7800000Z,,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,0cb2030f-95ca-49cc-86b0-765208cab8c8,54.41148,-111.00548,9.73113,5.97597,-2.93992,-15.41313,1.43258,-5.24086,4.9518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-09-27,10:23:18.30,2,2,"Kaler, Tanner",822634,Left,GEO_PAT,"Butler, Jake",1000136500,Right,GEO_PAT,Undefined,1,Top,0,1,0,Fastball,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,81.64174,-1.183773,1.716229,1868.110759,122.987159,10:00,5.78849,-1.47067,5.86201,-30.77104,11.21898,-15.21725,2.1238,-1.14382,74.83672,-6.900495,-1.015141,0.466385,80.8001,14.902341,1.860992,2268.060157,109.51366,19.9193,10.3322,230.37745,230.37745,8.40165,2.538028,8.36075,6.46111,1.34073,50,5.6744,-2.98096,-118.57568,-3.39867,11.88219,23.05302,-22.99165,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,83c6b290-9bad-11f0-9d2b-7b0e8d74c8e5,80.81832,20.16675,,6.80502,,,,2.28545,2.20594,1.12507,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:23:18.30,2025-09-27T10:23:18.3080000-04:00,2025-09-27T14:23:18.3080000Z,LineDrive,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,db0a1b75-c9f0-4d40-b279-2b90661cd5c1,54.64152,-119.47466,11.52651,5.78945,-2.50208,-11.49582,1.46601,-3.44432,5.94109,225.272188,2.2855,114.45766,-14.49331,2.49912,-0.29759,-0.09098,0.07568,-0.02216,0.00253,2.20588,30.47948,-13.35232,0.38838,-0.13569,0.17061,-0.09378,0.02662,-0.00304,1.12505,3.71911,6.22091,-1.8003,0.43132,-0.05145,-0.00833,0.00495,-0.00067,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
4,2025-09-27,10:24:02.17,3,1,"Kaler, Tanner",822634,Left,GEO_PAT,"Terilli, Lucas",1000469290,Left,GEO_PAT,Undefined,1,Top,0,0,0,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.67771,0.752557,2.508033,1799.623653,124.803225,10:15,5.83358,-1.40894,6.06265,-31.20675,9.82186,-12.09442,3.93026,-0.094,74.85248,-5.102175,0.332683,0.461015,,,,,,,,,,,,7.05634,5.22024,1.22078,50,5.87538,-4.79617,-119.95029,0.63654,10.16512,25.63591,-24.65395,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,9de9ad30-9bad-11f0-9d2b-7b0e8d74c8e5,81.75973,,,7.82523,,,,,,,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:24:02.17,2025-09-27T10:24:02.1740000-04:00,2025-09-27T14:24:02.1740000Z,,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,3331ffbb-03d2-4a14-b69a-12760242619e,54.4392,-120.89532,12.81796,5.83517,1.54536,-12.32698,1.40449,-5.1709,5.08256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-09-27,10:24:33.83,3,2,"Kaler, Tanner",822634,Left,GEO_PAT,"Terilli, Lucas",1000469290,Left,GEO_PAT,Undefined,1,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,75.71789,0.172724,1.221184,1571.262199,81.460949,8:45,5.91958,-1.40098,5.77096,-49.94148,-0.59161,-15.05808,1.91858,-1.51915,69.18306,-9.000186,-1.481042,0.505609,,,,,,,,,,,,8.02674,0.17051,1.30906,50,5.90392,-1.78779,-109.91955,-1.22446,9.71992,21.34416,-31.96758,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,b0cd2fd0-9bad-11f0-9d2b-7b0e8d74c8e5,74.54866,,,6.53482,,,,,,,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:24:33.83,2025-09-27T10:24:33.8300000-04:00,2025-09-27T14:24:33.8300000Z,,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,0b47c229-31e1-4a0a-840f-57095c57d88e,54.73123,-110.83445,10.67208,5.92704,0.1458,-15.98379,1.39462,-2.20443,4.85996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-09-27,10:25:38.92,3,3,"Kaler, Tanner",822634,Left,GEO_PAT,"Terilli, Lucas",1000469290,Left,GEO_PAT,Undefined,1,Top,0,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.75845,-2.170243,3.353793,1822.532804,113.562358,9:45,5.8285,-1.28364,5.87658,-30.8847,8.62406,-16.52847,1.23462,0.45757,76.86792,-7.908971,0.38947,0.452395,,,,,,,,,,,,9.57067,5.49717,1.02199,50,5.63481,-6.53439,-122.74765,-5.65429,14.40683,27.32557,-23.89914,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,d78c29a0-9bad-11f0-9d2b-7b0e8d74c8e5,83.31751,,,7.89053,,,,,,,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:25:38.92,2025-09-27T10:25:38.9210000-04:00,2025-09-27T14:25:38.9210000Z,,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,443ab81c-321e-4bdd-a855-91f66dcc0c6e,54.62536,-123.77305,13.66279,5.83016,-4.75747,-11.94957,1.27734,-7.07501,7.20342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-09-27,10:25:57.25,3,4,"Kaler, Tanner",822634,Left,GEO_PAT,"Terilli, Lucas",1000469290,Left,GEO_PAT,Undefined,1,Top,0,2,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.61392,-0.257918,1.725146,2089.29366,291.372999,3:45,5.79763,-1.61143,5.49113,-51.42593,-1.5198,8.04347,1.27074,0.67328,69.45476,-9.616636,3.160269,0.50845,,,,,,,,,,,,-3.59158,-0.31622,1.45449,50,5.73976,-3.59842,-109.74101,-2.13885,-4.34563,20.83875,-32.55665,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,e283a090-9bad-11f0-9d2b-7b0e8d74c8e5,74.13201,,,6.15916,,,,,,,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:25:57.25,2025-09-27T10:25:57.2550000-04:00,2025-09-27T14:25:57.2550000Z,,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,531375fd-8574-43e6-b412-ace1d5a3f777,55.01287,-110.68881,10.41937,5.80337,-0.65808,-16.27833,1.61366,-3.40077,-2.17282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.32803,,0.777523,,4.26204,1.7399,-0.51809,-0.19475,5.13281,-1.56557,,,,-0.18983,79.08922,-4.56639,5.15069,5.26743,-15.59599,-1.58965,-72.12171,9.50216,High,High,High,,,High,High,Medium
8,2025-09-27,10:26:21.50,3,5,"Kaler, Tanner",822634,Left,GEO_PAT,"Terilli, Lucas",1000469290,Left,GEO_PAT,Undefined,1,Top,0,2,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,1,1,,75.55217,0.707378,0.989146,2065.491626,289.056283,3:45,5.93345,-1.43448,5.72039,-50.88424,-1.91634,9.67048,2.35217,0.29289,69.98067,-8.586775,2.721558,0.503648,91.66392,4.130434,-9.2356,1550.580656,,,,79.73692,78.35164,-10.944836,0.631868,-4.69504,-0.78268,1.34558,50,5.9607,-2.24069,-109.84414,-0.22884,-5.76108,18.67096,-33.13445,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,f0f8cc90-9bad-11f0-9d2b-7b0e8d74c8e5,74.83885,3.37682,,5.5715,,,,1.37001,2.3215,-0.28139,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:26:21.50,2025-09-27T10:26:21.5090000-04:00,2025-09-27T14:26:21.5090000Z,GroundBall,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,5c459a6f-c15a-41e9-9fef-145560c7a79b,54.78448,-110.6544,9.33548,5.93943,1.2091,-16.56722,1.4374,-1.99068,-2.88054,51.817521,1.39351,131.85116,-16.13361,,,,,,,2.34936,9.08832,-20.33285,,,,,,,-0.26864,-21.79489,-2.78211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
9,2025-09-27,10:26:52.58,4,1,"Kaler, Tanner",822634,Left,GEO_PAT,"Tignor, Laken",1000091229,Right,GEO_PAT,Undefined,1,Top,1,0,0,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,76.9532,0.354625,2.456251,1581.824548,84.704622,8:45,5.94161,-1.63483,6.48331,-46.01294,-0.02102,-15.24213,2.43313,-0.64826,70.97527,-8.192895,-0.312395,0.488104,90.24523,5.816204,0.01823,1153.506072,,,,95.34256,95.34256,0.394125,0.78503,8.74028,0.23717,1.46881,50,5.94608,-4.30792,-111.91755,-0.57646,11.09935,19.96442,-31.87288,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,037ddb80-9bae-11f0-9d2b-7b0e8d74c8e5,77.22218,4.51789,,5.97793,,,,1.48585,2.51169,0.56834,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:26:52.58,2025-09-27T10:26:52.5850000-04:00,2025-09-27T14:26:52.5850000Z,GroundBall,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,53d2707b-c343-4074-9ffe-0570b9803c9f,54.02204,-112.63274,9.98221,5.94628,0.56532,-15.93644,1.63026,-4.70553,5.54968,358.806484,1.52756,130.95517,-14.65123,,,,,,,2.5644,12.50004,-20.16285,,,,,,,0.56785,0.05046,0.07922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
10,2025-09-27,10:28:21.23,5,1,"Kaler, Tanner",822634,Left,GEO_PAT,"Canody, Andrew",1000415298,Right,GEO_PAT,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.87979,1.19551,-0.473569,2170.479808,260.974897,2:45,5.93361,-1.7386,5.61573,-49.16747,3.53945,9.94158,2.95236,-1.35216,66.62891,-7.885333,1.303219,0.522523,,,,,,,,,,,,-5.15855,1.99854,1.77263,50,6.00463,0.51309,-107.0555,0.72858,-5.8654,21.97316,-29.90167,GEO_PAT,GEO_PAT,SpuhlerFieldMain,TeamExclusive,Team,20250927-SpuhlerFieldMain-Private-2,3840a1e0-9bae-11f0-9d2b-7b0e8d74c8e5,72.13548,,,7.25088,,,,,,,1d8cb901-5de8-478a-b24f-4f46d26ed82a,2025-09-27,14:28:21.23,2025-09-27T10:28:21.2390000-04:00,2025-09-27T14:28:21.2390000Z,,v3,471300,471300,,"Vaughan, Logan",1000232024,Right,GEO_PAT,e64732e6-10c0-4131-82a1-494d0c751d1d,54.88281,-108.05305,10.98658,5.94074,2.08607,-14.95084,1.74329,0.77937,-2.9327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
